Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1402,0905401045,20.0,RL,73.0,39104.0,Pave,,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7.0,7.0,1954.0,2005.0,Flat,Membran,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,1063.0,96.0,1385.0,GasA,Ex,Y,SBrkr,1363.0,0.0,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Mod,2.0,TA,Attchd,1954.0,Unf,2.0,439.0,TA,TA,Y,81.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD ,Normal,241500.0
1403,0905401060,20.0,RL,,53227.0,Pave,,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4.0,6.0,1954.0,1994.0,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116.0,Unf,0.0,248.0,1364.0,GasA,Ex,Y,SBrkr,1663.0,0.0,0.0,1663.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,Min1,2.0,Gd,Attchd,1954.0,Fin,2.0,529.0,TA,TA,Y,224.0,137.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD ,Normal,256000.0
1404,0905402090,80.0,RL,124.0,11512.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6.0,7.0,1959.0,2006.0,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0.0,300.0,1019.0,GasA,Gd,Y,SBrkr,1357.0,0.0,0.0,1357.0,1.0,0.0,1.0,0.0,2.0,1.0,Ex,5.0,Typ,1.0,Gd,Basment,1959.0,RFn,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,163.0,0.0,,GdPrv,,0.0,5.0,2008.0,WD ,Normal,177000.0
1405,0905403060,50.0,RL,50.0,5190.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7.0,5.0,1948.0,1950.0,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,TA,Y,SBrkr,617.0,462.0,0.0,1079.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Attchd,1948.0,Unf,1.0,249.0,TA,TA,Y,135.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,WD ,Normal,125600.0
1406,0905403150,20.0,RL,85.0,10452.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,1953.0,1953.0,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500.0,Unf,0.0,594.0,1094.0,GasA,Ex,Y,SBrkr,1094.0,0.0,0.0,1094.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,2.0,Gd,Attchd,1953.0,RFn,2.0,495.0,TA,TA,Y,0.0,0.0,0.0,0.0,287.0,0.0,,,,0.0,6.0,2008.0,WD ,Normal,155000.0
1407,0905425125,50.0,RL,75.0,45600.0,Pave,,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6.0,8.0,1908.0,1997.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,907.0,907.0,GasA,TA,Y,SBrkr,1307.0,1051.0,0.0,2358.0,0.0,0.0,3.0,0.0,5.0,1.0,TA,10.0,Typ,1.0,Gd,Detchd,1908.0,Unf,2.0,360.0,Fa,TA,Y,486.0,40.0,0.0,0.0,175.0,0.0,,,,0.0,9.0,2008.0,WD ,Normal,240000.0
1408,0905426030,30.0,RL,85.0,19550.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,7.0,1940.0,2007.0,Flat,Tar&Grv,PreCast,PreCast,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1035.0,Unf,0.0,545.0,1580.0,GasA,Ex,Y,SBrkr,1518.0,0.0,0.0,1518.0,1.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Typ,2.0,Gd,,,,0.0,0.0,,,Y,0.0,39.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,WD ,Normal,260000.0
1409,0905427050,50.0,RL,66.0,21780.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1918.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0.0,1163.0,1163.0,GasA,Ex,Y,SBrkr,1163.0,511.0,0.0,1674.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,8.0,Typ,1.0,Gd,Detchd,1955.0,Fin,2.0,396.0,TA,TA,N,72.0,36.0,0.0,0.0,144.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,185000.0
1410,0905427070,70.0,RL,120.0,13728.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6.0,7.0,1935.0,1986.0,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,501.0,1127.0,GasA,Ex,Y,SBrkr,1236.0,872.0,0.0,2108.0,0.0,0.0,2.0,0.0,4.0,1.0,Gd,7.0,Typ,2.0,TA,Basment,1935.0,Unf,2.0,540.0,TA,TA,Y,0.0,0.0,0.0,0.0,90.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,235000.0
1411,0905451330,20.0,RL,68.0,9571.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1956.0,1956.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,870.0,Unf,0.0,639.0,1509.0,GasA,TA,Y,FuseA,1509.0,0.0,0.0,1509.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1956.0,Unf,1.0,322.0,TA,TA,Y,158.0,0.0,0.0,0.0,576.0,0.0,,MnPrv,,0.0,7.0,2008.0,WD ,Normal,159900.0
1412,0905452070,90.0,RL,50.0,9350.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5.0,5.0,1975.0,1975.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,864.0,Unf,0.0,0.0,864.0,GasA,Fa,N,SBrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD ,Normal,99600.0
1413,0905452120,60.0,RL,50.0,9360.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6.0,8.0,1962.0,2001.0,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,Gd,TA,CBlock,TA,TA,No,Rec,324.0,Unf,0.0,297.0,621.0,GasA,TA,Y,SBrkr,621.0,648.0,0.0,1269.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,,Detchd,1962.0,Unf,1.0,280.0,TA,TA,Y,0.0,236.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,11.0,2008.0,WD ,Normal,134500.0
1414,0905476120,50.0,RL,50.0,8405.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,8.0,1900.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241.0,BLQ,391.0,229.0,861.0,GasA,Ex,Y,SBrkr,961.0,406.0,0.0,1367.0,1.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,,Detchd,1978.0,Unf,1.0,384.0,TA,TA,Y,0.0,130.0,112.0,0.0,0.0,0.0,,MnPrv,,0.0,4.0,2008.0,WD ,Normal,119000.0
1415,0905477050,190.0,RL,70.0,7000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5.0,7.0,1910.0,1991.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969.0,Unf,0.0,148.0,1117.0,GasA,TA,Y,SBrkr,820.0,527.0,0.0,1347.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,,,,0.0,0.0,,,N,85.0,0.0,148.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,WD ,Normal,107500.0
1416,0905479110,190.0,RL,68.0,10880.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5.0,5.0,1950.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1040.0,Unf,0.0,124.0,1164.0,GasW,TA,N,SBrkr,1164.0,0.0,0.0,1164.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1950.0,Unf,1.0,240.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,ConLD,Normal,125000.0
1417,0905480150,50.0,RL,60.0,9600.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6.0,5.0,1924.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,Grav,Fa,N,FuseF,572.0,524.0,0.0,1096.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,8.0,128.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD ,Normal,79000.0
1418,0905480240,50.0,RL,60.0,9084.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5.0,6.0,1941.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236.0,Rec,380.0,0.0,616.0,GasA,TA,N,SBrkr,616.0,495.0,0.0,1111.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1941.0,Unf,1.0,200.0,TA,Fa,Y,48.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,ConLw,Normal,95000.0
1419,0906204150,60.0,RL,86.0,11839.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1990.0,1990.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085.0,Unf,0.0,390.0,1475.0,GasA,Ex,Y,SBrkr,1532.0,797.0,0.0,2329.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,1.0,Ex,Attchd,1990.0,Unf,2.0,514.0,TA,TA,Y,192.0,121.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD ,Normal,262280.0
1420,0906204280,60.0,RL,,9771.0,Pave,,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,1995.0,2002.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,LwQ,779.0,Unf,0.0,298.0,1077.0,GasA,Ex,Y,SBrkr,1093.0,1721.0,0.0,2814.0,0.0,1.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,BuiltIn,1995.0,Fin,2.0,614.0,TA,TA,Y,48.0,32.0,0.0,0.0,216.0,0.0,,GdPrv,,0.0,6.0,2008.0,WD ,Normal,260000.0
1421,0906223110,20.0,RL,80.0,9938.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,1994.0,1994.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,GLQ,1271.0,Unf,0.0,331.0,1602.0,GasA,Ex,Y,SBrkr,1626.0,0.0,0.0,1626.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1994.0,RFn,2.0,534.0,TA,TA,Y,424.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD ,Normal,226500.0
1422,0906223140,60.0,RL,,14171.0,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,1994.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,355.0,Unf,0.0,457.0,812.0,GasA,Ex,Y,SBrkr,1101.0,1099.0,0.0,2200.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1993.0,RFn,2.0,453.0,TA,TA,Y,168.0,98.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2008.0,WD ,Normal,225000.0
1423,0906223220,80.0,RL,85.0,10541.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,7.0,5.0,1996.0,1996.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1302.0,735.0,0.0,2037.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1996.0,Fin,2.0,472.0,TA,TA,Y,100.0,33.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2008.0,WD ,Normal,229000.0
1424,0906378190,60.0,RL,65.0,10616.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,628.0,628.0,GasA,Ex,Y,SBrkr,628.0,728.0,0.0,1356.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,BuiltIn,2007.0,Fin,2.0,484.0,TA,TA,Y,100.0,24.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,New,Partial,177439.0
1425,0906380030,20.0,RL,65.0,9345.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1615.0,1615.0,GasA,Ex,Y,SBrkr,1615.0,0.0,0.0,1615.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2007.0,RFn,3.0,864.0,TA,TA,Y,168.0,30.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD ,Normal,248500.0
1426,0906412010,20.0,RL,91.0,11778.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9.0,5.0,2008.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085.0,Unf,0.0,186.0,2271.0,GasA,Ex,Y,SBrkr,2276.0,0.0,0.0,2276.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,7.0,Typ,2.0,Gd,Attchd,2008.0,RFn,3.0,1348.0,Gd,TA,Y,0.0,0.0,70.0,0.0,255.0,0.0,,,,0.0,6.0,2008.0,WD ,Abnorml,475000.0
1427,0906412050,20.0,RL,91.0,11778.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9.0,5.0,2008.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,0.0,598.0,1751.0,GasA,Ex,Y,SBrkr,1766.0,0.0,0.0,1766.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,2.0,Gd,Attchd,2008.0,Fin,3.0,874.0,TA,TA,Y,216.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2008.0,New,Partial,395039.0
1428,0906420130,60.0,RL,59.0,11228.0,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196.0,187.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2008.0,WD ,Normal,228000.0
1429,0906424010,80.0,RL,,11454.0,Pave,,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,770.0,Unf,0.0,631.0,1401.0,GasA,Ex,Y,SBrkr,1511.0,0.0,0.0,1511.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Fa,Attchd,1995.0,Fin,3.0,811.0,TA,TA,Y,168.0,42.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2008.0,WD ,Normal,225000.0
1430,0906475100,20.0,RL,,11500.0,Pave,,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6.0,6.0,1966.0,1966.0,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262.0,ALQ,723.0,197.0,1182.0,GasA,Ex,Y,SBrkr,1643.0,0.0,0.0,1643.0,1.0,0.0,2.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1966.0,Unf,2.0,438.0,TA,TA,Y,339.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD ,Normal,195000.0
1431,0906476030,60.0,RL,79.0,12798.0,Pave,,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0.0,154.0,616.0,GasA,Gd,Y,SBrkr,616.0,1072.0,0.0,1688.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,0.0,,Attchd,1997.0,RFn,2.0,603.0,TA,TA,Y,403.0,114.0,185.0,0.0,0.0,0.0,,,Shed,400.0,5.0,2008.0,WD ,Normal,200000.0
1432,0907126030,20.0,RL,65.0,9750.0,Pave,,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5.0,7.0,1994.0,1994.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,722.0,Unf,0.0,268.0,990.0,GasA,Ex,Y,SBrkr,990.0,0.0,0.0,990.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1997.0,Unf,2.0,528.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD ,Normal,155000.0
1433,0907135020,20.0,RL,75.0,9525.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,6.0,1995.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1099.0,1099.0,GasA,Ex,Y,SBrkr,1099.0,0.0,0.0,1099.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,1999.0,Unf,1.0,352.0,TA,TA,Y,278.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD ,Normal,144000.0
1434,0907135260,20.0,RL,57.0,9245.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1994.0,1995.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686.0,Unf,0.0,304.0,990.0,GasA,Ex,Y,SBrkr,990.0,0.0,0.0,990.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1996.0,Unf,2.0,672.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2008.0,WD ,Normal,145000.0
1435,0907175080,20.0,RL,,8696.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1308.0,Unf,0.0,110.0,1418.0,GasA,Ex,Y,SBrkr,1418.0,0.0,0.0,1418.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1997.0,RFn,2.0,558.0,TA,TA,Y,208.0,110.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD ,Normal,226001.0
1436,0907176010,60.0,RL,,13142.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,TA,TA,PConc,Gd,TA,No,GLQ,688.0,Unf,0.0,176.0,864.0,GasA,Ex,Y,SBrkr,872.0,899.0,0.0,1771.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,1997.0,RFn,2.0,600.0,TA,TA,Y,0.0,96.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,215700.0
1437,0907181120,60.0,RL,68.0,8998.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,527.0,Unf,0.0,255.0,782.0,GasA,Ex,Y,SBrkr,782.0,870.0,0.0,1652.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2000.0,RFn,2.0,532.0,TA,TA,Y,0.0,70.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD ,Normal,207500.0
1438,0907181140,60.0,RL,68.0,9179.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,633.0,Unf,0.0,240.0,873.0,GasA,Ex,Y,SBrkr,882.0,908.0,0.0,1790.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,1999.0,RFn,2.0,588.0,TA,TA,Y,0.0,88.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD ,Abnorml,193000.0
1439,0907187030,60.0,RL,57.0,8924.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,1999.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,880.0,844.0,0.0,1724.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,,Attchd,1998.0,Fin,2.0,527.0,TA,TA,Y,120.0,155.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,188000.0
1440,0907187080,20.0,RL,93.0,9382.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,120.0,25.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,191000.0
1441,0907192130,20.0,RL,88.0,12803.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,922.0,Unf,0.0,572.0,1494.0,GasA,Ex,Y,SBrkr,1494.0,0.0,0.0,1494.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,2002.0,RFn,2.0,530.0,TA,TA,Y,192.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2008.0,WD ,Normal,221000.0
